,x_hat_e,x_hat_n,gt_e,gt_n,pe,ul
0,81.643234,-18.466824,62.76891713045601,-110.32671574388486,93.77888693938304,164.11601
1,87.63837,-20.032187,68.2336822385678,-116.54689042613141,98.44607585570643,167.02722
2,93.103424,-21.439991,72.40238579405651,-121.25308352407342,101.9371690089107,169.91595
3,96.99047,-22.436785,74.88889716162747,-124.10694361296723,104.04470561009666,172.77318
4,98.74495,-22.887323,75.73156920306825,-125.0687911202317,104.74095672186445,175.59975
5,99.09029,-22.979532,75.752464432847,-125.08171040661784,104.73542243860454,178.39627
6,71.07915,-130.76886,75.75246464181618,-125.0734057405968,7.367366712580942,23.278307
7,70.045135,-132.01477,75.75246485095755,-125.0675618189813,8.990957507894667,20.058123
8,69.810165,-132.34383,75.75275131440837,-125.06387108491386,9.397450459191221,19.562006
9,69.976295,-132.27133,75.75361007350153,-125.06725471062325,9.234505430071431,19.478851
10,70.16022,-132.04558,75.75361008848877,-125.06786992163616,8.94284368196834,19.467064
11,70.37966,-131.75233,75.75361007657504,-125.06786990192978,8.576793741685531,19.467863
12,70.60805,-131.51524,75.75361006466132,-125.06786988222342,8.248966069463654,19.47098
13,70.93563,-131.21385,75.75361005270425,-125.0678698625531,7.80935462461653,19.474564
14,71.19618,-130.95065,75.75361002883342,-125.0678698231764,7.441591681361279,19.478338
15,71.342186,-130.74919,75.7536100169197,-125.06786980347002,7.192918451682506,19.482206
16,71.50809,-130.69092,75.7536099930489,-125.0678697636625,7.045788476667082,19.48615
17,71.7191,-130.48793,75.75360998151663,-125.06786974406455,6.756798022345454,19.490221
18,71.93645,-130.32579,75.75360995764584,-125.06786970468785,6.497419644976509,19.437807
19,72.05185,-130.20122,75.75360994615691,-125.06786968505385,6.328846082954242,19.544306
20,72.083824,-130.15294,75.75360992228612,-125.06786964567716,6.270985273233171,19.510807
21,72.107864,-130.12183,75.75360990994757,-125.06786962589842,6.231688153189844,19.50871
22,72.13402,-130.13763,75.75360988650158,-125.0678695865941,6.229282450440206,19.512081
23,72.118515,-130.15564,75.75360986267412,-125.06786954718136,6.2529448388242495,19.516493
24,72.03625,-130.21277,75.75360985071705,-125.06786952751102,6.347343592373087,19.521109
25,71.97564,-130.28601,75.75360982727106,-125.06786948820671,6.442209180439735,19.525873
26,71.94565,-130.36343,75.75360980344361,-125.06786944879397,6.522543508704556,19.530714
27,71.8093,-130.475,75.7536097795728,-125.06786940941728,6.692882858837205,19.535656
28,71.69066,-130.58717,75.753609755702,-125.06786937004058,6.85348743351622,19.540674
29,71.505905,-130.71591,75.75360973183119,-125.06786933023305,7.0670629458127125,19.545748
30,71.30418,-130.88773,75.7536097083852,-125.06786929092874,7.325857459705847,19.550922
31,71.151085,-131.03339,75.75360968451439,-125.06786925155204,7.5346285388671745,19.556185
32,70.95718,-131.19043,75.7536096610684,-125.0678692118169,7.777629500262374,19.561533
33,70.74948,-131.35103,75.75360965066974,-125.06817678778181,8.032155778668422,19.566944
34,70.61144,-131.50098,75.75532708766448,-125.07002241201754,8.235090725588334,19.572449
35,70.46849,-131.6808,75.75761860711646,-125.07002516099837,8.466241045503821,19.578003
36,72.04023,-130.05396,75.75990946086485,-125.07002680560369,6.21896758511446,13.353232
37,72.17165,-129.87296,75.76248608468106,-125.07002768034987,5.996848406188274,13.052753
38,72.04562,-129.92236,75.76677984684464,-125.0715660899636,6.113692490634414,13.040936
39,71.87723,-130.16257,75.81057363153018,-125.11832048188762,6.396532959113926,13.040418
40,71.99892,-130.60345,76.08535798834428,-125.43698812979954,6.587213272001406,13.039955
41,72.61796,-131.31679,76.70591266886854,-126.16168010418366,6.579248235145129,13.03943
42,73.575554,-132.62843,77.775282024626,-127.41112789211839,6.697610867601927,13.038843
43,74.949036,-134.01764,78.91649636230989,-128.77899943059245,6.571460321974169,13.434741
44,75.7625,-135.34296,79.8447533356162,-129.98261598197047,6.737808853191023,13.078087
45,75.93816,-136.29768,80.31074250107433,-130.62456530335314,7.162661334460076,13.439911
46,75.23876,-137.21698,80.41178298003315,-130.75836856383353,8.274890241348306,13.4956255
47,74.46565,-138.00543,80.42867050136338,-130.77005671671515,9.375939496794524,13.503427
48,73.89237,-139.0242,80.6213059398839,-131.04012425206457,10.44145692734912,13.505872
49,74.33832,-139.67447,81.05151621538828,-131.72636723935082,10.403814373311912,25.092499
50,75.57145,-141.14793,81.83065020479552,-133.63068710940362,9.78195258789698,33.057323
51,77.204834,-143.04103,81.89964939324017,-136.8527506642616,7.767631801180627,39.455338
52,78.54293,-144.62067,80.38635972056737,-140.83981206381713,4.206315633489239,44.973347
53,79.04059,-145.31128,77.16282940138207,-144.7804335225048,1.9513523551217873,49.904755
54,94.42288,-208.82582,-31.88276453561152,-239.46124362097228,129.9678633005098,131.70834
55,94.70281,-209.51437,-39.481152092364596,-245.55899942197934,138.94081945039292,134.96954
56,94.84147,-209.77026,-47.22867431965499,-251.86622328044427,148.1755559616399,138.14618
57,95.80061,-212.47052,-54.95502269913609,-258.5182578872883,157.63139274711088,141.2616
58,98.52268,-220.2586,-70.53311212874128,-272.16590087031165,176.84521157762515,147.33363
59,78.078995,-406.07208,-247.14738336556005,-433.88084640277725,326.4131191780051,216.09802
60,78.01723,-413.449,-254.3580956239922,-439.86069253174844,333.42305324598465,218.56937
61,-295.4298,-441.3105,-297.7419347215067,-450.63375279604503,9.605687349241569,79.288864
62,-297.5446,-453.96826,-302.72647206235354,-450.05999040863384,6.490495043847498,36.790665
63,-299.4541,-454.80252,-306.0682941745869,-449.66620440485747,8.374323228012358,45.42868
64,-301.4647,-453.27197,-307.64059683039204,-449.48869198234866,7.24258403341248,52.466663
65,-309.06357,-455.17813,-307.91653181622723,-449.4643894623643,5.827738481869849,12.670288
66,-308.90253,-455.20737,-307.9128123689342,-449.46962092455334,5.822479209166899,12.628153
67,-309.241,-455.16187,-307.91052443837737,-449.47423766424424,5.841169870024737,12.637797
68,-309.4267,-454.8891,-307.9088104249803,-449.4785489221167,5.619433462044166,12.644692
69,-309.322,-454.86066,-307.9079587568161,-449.48348066710577,5.559991869713966,12.650938
70,-309.24298,-454.8912,-307.90826041376664,-449.49211572071874,5.561622261678335,12.6570635
71,-309.4269,-454.80606,-307.90998386373917,-449.5136555854144,5.505508058106177,12.663213
72,-309.3819,-454.80063,-307.90998391841845,-449.5139632513875,5.487746277312633,12.669367
73,-309.04684,-455.43292,-307.90998391841845,-449.5139632513875,6.027149318729057,10.831894
74,-310.28076,-453.5017,-307.90998391841845,-449.5139632513875,4.639256773396452,10.8644705
75,-309.88046,-453.90027,-307.90998386949786,-449.51396318032414,4.8085820620764235,10.861221
76,-309.18198,-455.06604,-307.90998386949786,-449.51396318032414,5.695921543990815,10.856369
